CAMPANA,CODIGO_DEL_PRODUCTO,CANTIDADES_ESTIMADAS
201904,P01409,8600
201904,P01410,3524
201904,P01411,3365
201904,P01412,9747
201904,P01413,18566
201904,P01414,1843
201904,P01415,5984
201904,P01416,3385
201904,P01417,1320
201904,P01418,11586
201904,P01419,8479
201904,P01420,1030
201904,P01421,638
201904,P01422,2156
201904,P01423,4766
201904,P01424,2629
201904,P01425,1547
201904,P01426,6863
201904,P01427,7273
201904,P01428,553
201904,P01429,258
201904,P01430,2823
201904,P01431,1684
201904,P01432,4335
201904,P01433,8157
201904,P01434,457
201904,P01435,1956
201904,P01436,4309
201904,P01437,3704
201904,P01438,361
201904,P01439,2595
201904,P01440,5009
201904,P01441,102
201904,P01442,2771
201904,P01443,3447
201904,P01444,8882
201904,P01445,565
201904,P01446,1784
201904,P01447,7489
201904,P01448,3898
201904,P01449,6333
201904,P01450,1456
201904,P01451,2967
201904,P01452,1496
201904,P01453,2381
201904,P01454,3440
201904,P01455,1010
201904,P01456,4085
201904,P01457,4190
201904,P01458,3649
201904,P01459,2738
201904,P01460,16106
201904,P01461,6241
201904,P01462,1803
201904,P01463,9657
201904,P01464,7753
201904,P01465,1840
201904,P01466,2545
201904,P01467,6511
201904,P01468,6296
201904,P01469,5794
201904,P01470,2590
201904,P01471,2859
201904,P01472,4313
201904,P01473,8716
201904,P01474,2211
201904,P01475,7030
201904,P01476,4914
201904,P01477,2758
201904,P01478,919
201904,P01479,3648
201904,P01480,20570
201904,P01481,4298
201904,P01482,3090
201904,P01483,4067
201904,P01484,3326
201904,P01485,1385
201904,P01486,3922
201904,P01487,2188
201904,P01488,9746
201904,P01489,2065
201904,P01490,5965
201904,P01491,11434
201904,P01492,2400
201904,P01493,1830
201904,P01494,9319
201904,P01495,15850
201904,P01496,2216
201904,P01497,8726
201904,P01498,5908
201904,P01499,14483
201904,P01500,1607
201904,P01501,4053
201904,P01502,8313
201904,P01503,3343
201904,P01504,5791
201904,P01505,1241
201904,P01506,1277
201904,P01507,6169
201904,P01508,1358
201904,P01509,3099
201904,P01510,10201
201904,P01511,264
201904,P01512,1634
201904,P01513,28
201904,P01514,9645
201904,P01515,4514
201904,P01516,7184
201904,P01517,3328
201904,P01518,4074
201904,P01519,2405
201904,P01520,5319
201904,P01521,2661
201904,P01522,2218
201904,P01523,1166
201904,P01524,8227
201904,P01525,4222
201904,P01526,1655
201904,P01527,7112
201904,P01528,10446
201904,P01529,1902
201904,P01530,97
201904,P01531,5212
201904,P01532,17248
201904,P01533,10608
201904,P01534,2724
201904,P01535,3456
201904,P01536,1199
201904,P01537,14915
201904,P01538,2939
201904,P01539,8015
201904,P01540,6612
201904,P01541,1695
201904,P01542,1630
201904,P01543,10058
201904,P01544,566
201904,P01545,1113
201904,P01546,635
201904,P01547,10366
201904,P01548,2318
201904,P01549,2492
201904,P01550,1126
201904,P01551,4312
201904,P01552,4530
201904,P01553,2067
201904,P01554,3265
201904,P01555,17221
201904,P01556,2913
201904,P01557,3166
201904,P01558,6662
201904,P01559,15376
201904,P01560,6866
201904,P01561,12779
201904,P01562,1233
201904,P01563,9442
201904,P01564,2371
201904,P01565,10119
201904,P01566,1271
201904,P01567,3061
201904,P01568,3674
201904,P01569,4820
201904,P01570,3419
201904,P01571,154
201904,P01572,14341
201904,P01573,2734
201904,P01574,2827
201904,P01575,8312
201904,P01576,4548
201904,P01577,8471
201904,P01578,27312
201904,P01579,1278
201904,P01580,2105
201904,P01581,9398
201904,P01582,11626
201904,P01583,8392
201904,P01584,10821
201904,P01585,5611
201904,P01586,1102
201904,P01587,576
201904,P01588,1704
201904,P01589,3650
201904,P01590,103
201904,P01591,3715
201904,P01592,1829
201904,P01593,2638
201904,P01594,7402
201904,P01595,13364
201904,P01596,5658
201904,P01597,3070
201904,P01598,5947
201904,P01599,1646
201904,P01600,11064
201904,P01601,2285
201904,P01602,4977
201904,P01603,1222
201904,P01604,12316
201904,P01605,4476
201904,P01606,3539
201904,P01607,491
201904,P01608,18096
201904,P01609,3979
201904,P01610,1941
201904,P01611,20269
201904,P01612,2941
201904,P01613,294
201904,P01614,3564
201904,P01615,4645
201904,P01616,1230
201904,P01617,2200
201904,P01618,4865
201904,P01619,825
201904,P01620,10563
201904,P01621,14860
201904,P01622,2440
201904,P01623,9190
201904,P01624,1477
201904,P01625,556
201904,P01626,10559
201904,P01627,18869
201904,P01628,1453
201904,P01629,20657
201904,P01630,7219
201904,P01631,2099
201904,P01632,6022
201904,P01633,8855
201904,P01634,12208
201904,P01635,20295
201904,P01636,15277
201904,P01637,806
201904,P01638,6198
201904,P01639,8480
201904,P01640,3866
201904,P01641,17913
201904,P01642,11986
201904,P01643,631
201904,P01644,10320
201904,P01645,8844
201904,P01646,904
201904,P01647,2897
201904,P01648,7273
201904,P01649,1093
201904,P01650,5112
201904,P01651,2276
201904,P01652,13210
201904,P01653,3618
201904,P01654,19320
201904,P01655,3627
201904,P01656,1657
201904,P01657,6679
201904,P01658,3404
201904,P01659,1860
201904,P01660,312
201904,P01661,9894
201904,P01662,45895
201904,P01663,1194
201904,P01664,1531
201904,P01665,2751
201904,P01666,16375
201904,P01667,641
201904,P01668,160
201904,P01669,4716
201904,P01670,2885
201904,P01671,5736
201904,P01672,1226
201904,P01673,2207
201904,P01674,3558
201904,P01675,3623
201904,P01676,1424
201904,P01677,3126
201904,P01678,2395
201904,P01679,544
201904,P01680,1138
201904,P01681,62
201904,P01682,5790
201904,P01683,699
201904,P01684,8700
201904,P01685,432
201904,P01686,1206
201904,P01687,4352
201904,P01688,1067
201904,P01689,5217
201904,P01690,2148
201904,P01691,556
201904,P01692,1649
201904,P01693,686
201904,P01694,2323
201904,P01695,2333
201904,P01696,10700
201904,P01697,5048
201904,P01698,1543
201904,P01699,1217
201904,P01700,7567
201904,P01701,1641
201904,P01702,5115
201904,P01703,2317
201904,P01704,1516
201904,P01705,4895
201904,P01706,2080
201904,P01707,22710
201904,P01708,49
201904,P01709,6606
201904,P01710,2374
201904,P01711,1321
201904,P01712,62
201904,P01713,4115
201904,P01714,21730
201904,P01715,9023
201904,P01716,9618
201904,P01717,682
201904,P01718,1886
201904,P01719,1570
201904,P01720,2586
201904,P01721,3067
201904,P01722,1023
201904,P01723,1554
201904,P01724,551
201904,P01725,5261
201904,P01726,4364
201904,P01727,3340
201904,P01728,1179
201904,P01729,7242
201904,P01730,1876
201904,P01731,2224
201904,P01732,7260
201904,P01733,16511
201904,P01734,2605
201904,P01735,55366
201904,P01736,52584
201904,P01737,16154
201904,P01738,7905
201904,P01739,6757
201904,P01740,3710
201904,P01741,1958
201904,P01742,16257
201904,P01743,2497
201904,P01744,4855
201904,P01745,26568
201904,P01746,5427
201904,P01747,4890
201904,P01748,15614
201904,P01749,9443
201904,P01750,5687
201904,P01751,1899
201904,P01752,12362
201904,P01753,1287
201904,P01754,1326
201904,P01755,6858
201904,P01756,22558
201904,P01757,920
201904,P01758,751
201904,P01759,65
201904,P01760,3674
201904,P01761,1567
201904,P01762,187
201904,P01763,3016
201904,P01764,4721
201904,P01765,154
201904,P01766,8100
201904,P01767,980
201904,P01768,2658
201904,P01769,2456
201904,P01770,3582
201904,P01771,5072
201904,P01772,15006
201904,P01773,1864
201904,P01774,5156
201904,P01775,3395
201904,P01776,6096
201904,P01777,3186
201904,P01778,2520
201904,P01779,2814
201904,P01780,11253
201904,P01781,11455
201904,P01782,3932
201904,P01783,6319
201904,P01784,4372
201904,P01785,537
201904,P01786,1444
201904,P01787,4986
201904,P01788,2773
201904,P01789,454
201904,P01790,1659
201904,P01791,2864
201904,P01792,627
201904,P01793,1942
201904,P01794,1657
201904,P01795,5038
201904,P01796,7956
201904,P01797,832
201904,P01798,9528
201904,P01799,2012
201904,P01800,11068
201904,P01801,788
201904,P01802,1056
201904,P01803,2521
201904,P01804,4623
201904,P01805,1053
201904,P01806,7990
201904,P01807,4078
201904,P01808,1305
201904,P01809,10825
201904,P01810,371
201904,P01811,1880
201904,P01812,2388
201904,P01813,3901
201904,P01814,14993
201904,P01815,3981
201904,P01816,16110
201904,P01817,3287
201904,P01818,72
201904,P01819,4345
201904,P01820,1986
201904,P01821,3332
201904,P01822,1747
201904,P01823,18423
201904,P01824,7566
201904,P01825,2243
201904,P01826,3709
201904,P01827,713
201904,P01828,1070
201904,P01829,2265
201904,P01830,10972
201904,P01831,766
201904,P01832,806
201904,P01833,3459
201904,P01834,3977
201904,P01835,8618
201904,P01836,2472
201904,P01837,11918
201904,P01838,7162
201904,P01839,3720
201904,P01840,1242
201904,P01841,5416
201904,P01842,763
201904,P01843,5241
201904,P01844,347
201904,P01845,2273
201904,P01846,3052
201904,P01847,2769
201904,P01848,1739
201904,P01849,688
201904,P01850,2559
201904,P01851,2032
201904,P01852,1470
201904,P01853,8152
201904,P01854,3058
201904,P01855,5470
201904,P01856,5005
201904,P01857,2460
201904,P01858,8914
201904,P01859,1760
201904,P01860,10856
201904,P01861,1750
201904,P01862,1904
201904,P01863,509
201904,P01864,7479
201904,P01865,154
201904,P01866,13777
201904,P01867,3349
201904,P01868,3930
201904,P01869,6441
201904,P01870,4782
201904,P01871,8130
201904,P01872,29029
201904,P01873,1343
201904,P01874,197
201904,P01875,5935
201904,P01876,7722
201904,P01877,964
201904,P01878,825
201904,P01879,577
201904,P01880,3503
201904,P01881,7010
201904,P01882,383
201904,P01883,12314
201904,P01884,2765
201904,P01885,1644
201904,P01886,3547
201904,P01887,2114
201904,P01888,5403
201904,P01889,4457
201904,P01890,9063
201904,P01891,1849
201904,P01892,3834
201904,P01893,1989
201904,P01894,1102
201904,P01895,642
201905,P01896,4814
201905,P01897,4232
201905,P01898,11663
201905,P01899,8704
201905,P01900,1536
201905,P01901,47
201905,P01902,3530
201905,P01903,3336
201905,P01904,5144
201905,P01905,5019
201905,P01906,4816
201905,P01907,11123
201905,P01908,3502
201905,P01909,7990
201905,P01910,1256
201905,P01911,6175
201905,P01912,2066
201905,P01913,7859
201905,P01914,5626
201905,P01915,3334
201905,P01916,32
201905,P01917,1619
201905,P01918,1765
201905,P01919,2315
201905,P01920,1584
201905,P01921,7097
201905,P01922,44138
201905,P01923,8854
201905,P01924,1454
201905,P01925,4107
201905,P01926,3434
201905,P01927,4510
201905,P01928,13475
201905,P01929,1585
201905,P01930,618
201905,P01931,5839
201905,P01932,3548
201905,P01933,828
201905,P01934,3499
201905,P01935,50546
201905,P01936,355
201905,P01937,2282
201905,P01938,2771
201905,P01939,877
201905,P01940,3750
201905,P01941,2899
201905,P01942,16570
201905,P01943,2245
201905,P01944,866
201905,P01945,84
201905,P01946,3483
201905,P01947,2005
201905,P01948,1790
201905,P01949,6904
201905,P01950,7708
201905,P01951,5225
201905,P01952,1011
201905,P01953,1244
201905,P01954,1608
201905,P01955,1199
201905,P01956,2361
201905,P01957,715
201905,P01958,5271
201905,P01959,6013
201905,P01960,3494
201905,P01961,335
201905,P01962,5391
201905,P01963,1369
201905,P01964,386
201905,P01965,29774
201905,P01966,1362
201905,P01967,926
201905,P01968,1674
201905,P01969,3653
201905,P01970,2594
201905,P01971,9944
201905,P01972,24517
201905,P01973,647
201905,P01974,5262
201905,P01975,2283
201905,P01976,5790
201905,P01977,2721
201905,P01978,13184
201905,P01979,1093
201905,P01980,1434
201905,P01981,5403
201905,P01982,1085
201905,P01983,3046
201905,P01984,4226
201905,P01985,5520
201905,P01986,6957
201905,P01987,80
201905,P01988,4248
201905,P01989,1339
201905,P01990,1786
201905,P01991,2981
201905,P01992,6639
201905,P01993,5437
201905,P01994,7325
201905,P01995,147
201905,P01996,2186
201905,P01997,959
201905,P01998,3331
201905,P01999,12836
201905,P02000,7746
201905,P02001,7728
201905,P02002,12936
201905,P02003,6269
201905,P02004,9024
201905,P02005,9509
201905,P02006,908
201905,P02007,6864
201905,P02008,2687
201905,P02009,18636
201905,P02010,2179
201905,P02011,696
201905,P02012,3937
201905,P02013,5006
201905,P02014,3481
201905,P02015,1145
201905,P02016,12743
201905,P02017,2570
201905,P02018,1399
201905,P02019,2717
201905,P02020,9974
201905,P02021,2215
201905,P02022,1512
201905,P02023,1648
201905,P02024,5386
201905,P02025,8824
201905,P02026,1764
201905,P02027,7797
201905,P02028,791
201905,P02029,1703
201905,P02030,7439
201905,P02031,2762
201905,P02032,2344
201905,P02033,698
201905,P02034,5812
201905,P02035,7974
201905,P02036,3665
201905,P02037,2078
201905,P02038,4776
201905,P02039,1790
201905,P02040,3438
201905,P02041,768
201905,P02042,2932
201905,P02043,10295
201905,P02044,3699
201905,P02045,4622
201905,P02046,3252
201905,P02047,3857
201905,P02048,6211
201905,P02049,4148
201905,P02050,8145
201905,P02051,7491
201905,P02052,16387
201905,P02053,1203
201905,P02054,1148
201905,P02055,1321
201905,P02056,10912
201905,P02057,4560
201905,P02058,3286
201905,P02059,4031
201905,P02060,3940
201905,P02061,4795
201905,P02062,970
201905,P02063,4881
201905,P02064,16538
201905,P02065,5966
201905,P02066,4436
201905,P02067,4662
201905,P02068,1865
201905,P02069,15588
201905,P02070,2365
201905,P02071,10857
201905,P02072,42
201905,P02073,90
201905,P02074,1424
201905,P02075,654
201905,P02076,56
201905,P02077,5527
201905,P02078,2408
201905,P02079,4282
201905,P02080,24263
201905,P02081,6836
201905,P02082,3204
201905,P02083,9820
201905,P02084,8565
201905,P02085,548
201905,P02086,6952
201905,P02087,13731
201905,P02088,3051
201905,P02089,2298
201905,P02090,6033
201905,P02091,809
201905,P02092,5329
201905,P02093,2295
201905,P02094,86
201905,P02095,1300
201905,P02096,1797
201905,P02097,5479
201905,P02098,3806
201905,P02099,4563
201905,P02100,1743
201905,P02101,72
201905,P02102,2787
201905,P02103,8346
201905,P02104,5466
201905,P02105,802
201905,P02106,3395
201905,P02107,3915
201905,P02108,784
201905,P02109,4817
201905,P02110,9425
201905,P02111,3724
201905,P02112,4076
201905,P02113,7811
201905,P02114,5148
201905,P02115,3133
201905,P02116,1916
201905,P02117,1873
201905,P02118,5255
201905,P02119,4355
201905,P02120,3118
201905,P02121,16083
201905,P02122,5933
201905,P02123,3069
201905,P02124,8300
201905,P02125,4576
201905,P02126,1198
201905,P02127,5829
201905,P02128,7207
201905,P02129,1427
201905,P02130,4907
201905,P02131,1159
201905,P02132,4740
201905,P02133,5579
201905,P02134,19204
201905,P02135,14070
201905,P02136,2324
201905,P02137,1621
201905,P02138,2285
201905,P02139,2496
201905,P02140,729
201905,P02141,3427
201905,P02142,794
201905,P02143,22663
201905,P02144,182
201905,P02145,9978
201905,P02146,1938
201905,P02147,20181
201905,P02148,6858
201905,P02149,2480
201905,P02150,611
201905,P02151,3960
201905,P02152,534
201905,P02153,1294
201905,P02154,750
201905,P02155,1195
201905,P02156,17725
201905,P02157,1169
201905,P02158,4753
201905,P02159,1613
201905,P02160,8858
201905,P02161,2998
201905,P02162,5871
201905,P02163,287
201905,P02164,2305
201905,P02165,454
201905,P02166,6213
201905,P02167,668
201905,P02168,4516
201905,P02169,3903
201905,P02170,2515
201905,P02171,2245
201905,P02172,3757
201905,P02173,5191
201905,P02174,5046
201905,P02175,1733
201905,P02176,2501
201905,P02177,2162
201905,P02178,11271
201905,P02179,16596
201905,P02180,13481
201905,P02181,7452
201905,P02182,3338
201905,P02183,4545
201905,P02184,1963
201905,P02185,2158
201905,P02186,703
201905,P02187,6187
201905,P02188,5435
201905,P02189,4806
201905,P02190,1097
201905,P02191,3618
201905,P02192,2011
201905,P02193,1208
201905,P02194,10439
201905,P02195,1759
201905,P02196,4454
201905,P02197,6992
201905,P02198,4646
201905,P02199,1448
201905,P02200,7263
201905,P02201,1443
201905,P02202,2452
201905,P02203,3948
201905,P02204,741
201905,P02205,1154
201905,P02206,2299
201905,P02207,635
201905,P02208,10359
201905,P02209,5561
201905,P02210,4595
201905,P02211,1551
201905,P02212,5646
201905,P02213,6552
201905,P02214,2582
201905,P02215,1221
201905,P02216,7822
201905,P02217,964
201905,P02218,1596
201905,P02219,6232
201905,P02220,10234
201905,P02221,1564
201905,P02222,16355
201905,P02223,7798
201905,P02224,1108
201905,P02225,5960
201905,P02226,1085
201905,P02227,6801
201905,P02228,6779
201905,P02229,4668
201905,P02230,790
201905,P02231,4106
201905,P02232,611
201905,P02233,2530
201905,P02234,4451
201905,P02235,1782
201905,P02236,5918
201905,P02237,5435
201905,P02238,5461
201905,P02239,2890
201905,P02240,33
201905,P02241,6496
201905,P02242,968
201905,P02243,2015
201905,P02244,1601
201905,P02245,7632
201905,P02246,1995
201905,P02247,4747
201905,P02248,7832
201905,P02249,4708
201905,P02250,504
201905,P02251,695
201905,P02252,507
201905,P02253,1225
201905,P02254,1883
201905,P02255,2629
201905,P02256,878
201905,P02257,9173
201905,P02258,2546
201905,P02259,4958
201905,P02260,11213
201905,P02261,1184
201905,P02262,3089
201905,P02263,4416
201905,P02264,4970
201905,P02265,683
201905,P02266,726
201905,P02267,7127
201905,P02268,9071
201905,P02269,9168
201905,P02270,4267
201905,P02271,3919
201905,P02272,1205
201905,P02273,2639
201905,P02274,2868
201905,P02275,2574
201905,P02276,895
201905,P02277,1805
201905,P02278,2788
201905,P02279,11006
201905,P02280,5706
201905,P02281,1118
201905,P02282,1709
201905,P02283,1694
201905,P02284,686
201905,P02285,1319
201905,P02286,7123
201905,P02287,2704
201905,P02288,1279
201905,P02289,7194
201905,P02290,6867
201905,P02291,8060
201905,P02292,2705
201905,P02293,2068
201905,P02294,9061
201905,P02295,1547
201905,P02296,1573
201905,P02297,9105
201905,P02298,471
201905,P02299,3869
201905,P02300,7082
201905,P02301,1354
201905,P02302,3656
201905,P02303,7484
201905,P02304,1162
201905,P02305,7988
201905,P02306,1372
201905,P02307,4994
201905,P02308,1473
201905,P02309,3585
201905,P02310,5736
201905,P02311,1559
201905,P02312,3679
201905,P02313,8492
201905,P02314,11755
201905,P02315,4384
201905,P02316,1270
201905,P02317,3146
201905,P02318,3030
201905,P02319,1157
201905,P02320,36030
201905,P02321,1450
201905,P02322,867
201905,P02323,2687
201905,P02324,1826
201905,P02325,2933
201905,P02326,3595
201905,P02327,2210
201905,P02328,707
201905,P02329,2767
201905,P02330,1889
201905,P02331,2179
201905,P02332,4063
201905,P02333,41
201905,P02334,3992
201905,P02335,3823
201905,P02336,41
201905,P02337,480
201905,P02338,26909
201905,P02339,1426
201905,P02340,6599
201905,P02341,48
201905,P02342,6468
201905,P02343,1966
201905,P02344,15336
201905,P02345,1834
201905,P02346,2717
201905,P02347,5987
201905,P02348,2054
201905,P02349,5687
201905,P02350,3340
201905,P02351,1492
201905,P02352,5854
201905,P02353,2894
201905,P02354,2131
201905,P02355,9606
201905,P02356,10499
201905,P02357,2471
201905,P02358,4686
201905,P02359,1787
201905,P02360,4270
201905,P02361,7534
201905,P02362,9246
201905,P02363,1971
201905,P02364,2329
201905,P02365,6563
201905,P02366,3651
201905,P02367,5620
201905,P02368,2815
201905,P02369,18722
201905,P02370,9476
201905,P02371,7421
201905,P02372,3452
201905,P02373,562
201905,P02374,935
201905,P02375,4057
201905,P02376,4356
201905,P02377,10459
201905,P02378,8094
201905,P02379,682
201905,P02380,9356
201905,P02381,1197
201905,P02382,1185
201905,P02383,14583
201905,P02384,852
201905,P02385,2060
201905,P02386,3837
201905,P02387,3642
201905,P02388,2234
201905,P02389,2262
201905,P02390,7451
201905,P02391,2854
201905,P02392,71
201905,P02393,2156
201905,P02394,832
201905,P02395,1462
201905,P02396,829
201905,P02397,15851
201905,P02398,1952
201905,P02399,4860
201905,P02400,3118
201905,P02401,1066
201905,P02402,5603
201905,P02403,2822
201905,P02404,1563
201905,P02405,6026
201905,P02406,12767
201905,P02407,3403
201905,P02408,2306
201905,P02409,6652
201905,P02410,6863
201905,P02411,1045
201905,P02412,6718
201905,P02413,5067
201905,P02414,779
201905,P02415,16163
201905,P02416,6431
201905,P02417,768
201905,P02418,1658
201905,P02419,4309
201905,P02420,26076
201905,P02421,900
201905,P02422,6053
201905,P02423,28758
201906,P02424,9614
201906,P02425,2553
201906,P02426,8371
201906,P02427,4061
201906,P02428,685
201906,P02429,8121
201906,P02430,6918
201906,P02431,1677
201906,P02432,5293
201906,P02433,2554
201906,P02434,4020
201906,P02435,2553
201906,P02436,1833
201906,P02437,8472
201906,P02438,3363
201906,P02439,3836
201906,P02440,6658
201906,P02441,8101
201906,P02442,3946
201906,P02443,208
201906,P02444,4333
201906,P02445,6255
201906,P02446,1693
201906,P02447,11888
201906,P02448,1356
201906,P02449,1037
201906,P02450,10248
201906,P02451,2686
201906,P02452,5636
201906,P02453,3253
201906,P02454,2744
201906,P02455,2207
201906,P02456,21415
201906,P02457,9652
201906,P02458,1632
201906,P02459,1772
201906,P02460,8889
201906,P02461,1417
201906,P02462,2293
201906,P02463,2400
201906,P02464,8644
201906,P02465,823
201906,P02466,714
201906,P02467,7902
201906,P02468,6370
201906,P02469,1905
201906,P02470,5496
201906,P02471,2545
201906,P02472,1481
201906,P02473,5245
201906,P02474,2117
201906,P02475,2980
201906,P02476,573
201906,P02477,2187
201906,P02478,4854
201906,P02479,10149
201906,P02480,189
201906,P02481,1023
201906,P02482,2188
201906,P02483,3979
201906,P02484,5112
201906,P02485,9446
201906,P02486,3240
201906,P02487,4568
201906,P02488,3180
201906,P02489,3789
201906,P02490,8525
201906,P02491,5424
201906,P02492,3070
201906,P02493,8550
201906,P02494,3440
201906,P02495,1082
201906,P02496,12113
201906,P02497,15385
201906,P02498,4263
201906,P02499,5522
201906,P02500,1293
201906,P02501,7581
201906,P02502,9603
201906,P02503,8961
201906,P02504,3772
201906,P02505,6386
201906,P02506,3794
201906,P02507,8366
201906,P02508,1416
201906,P02509,8262
201906,P02510,909
201906,P02511,7403
201906,P02512,6495
201906,P02513,1702
201906,P02514,5749
201906,P02515,2074
201906,P02516,514
201906,P02517,9953
201906,P02518,8357
201906,P02519,6969
201906,P02520,1719
201906,P02521,6236
201906,P02522,7568
201906,P02523,2786
201906,P02524,4131
201906,P02525,3459
201906,P02526,1675
201906,P02527,9220
201906,P02528,9141
201906,P02529,14254
201906,P02530,2248
201906,P02531,2098
201906,P02532,3723
201906,P02533,1361
201906,P02534,1067
201906,P02535,12565
201906,P02536,2464
201906,P02537,8377
201906,P02538,1219
201906,P02539,6059
201906,P02540,4089
201906,P02541,3167
201906,P02542,5604
201906,P02543,46
201906,P02544,6841
201906,P02545,6251
201906,P02546,6657
201906,P02547,980
201906,P02548,3619
201906,P02549,1207
201906,P02550,6097
201906,P02551,3646
201906,P02552,3736
201906,P02553,4116
201906,P02554,4147
201906,P02555,3566
201906,P02556,5988
201906,P02557,16378
201906,P02558,5272
201906,P02559,17291
201906,P02560,4439
201906,P02561,3826
201906,P02562,18181
201906,P02563,16965
201906,P02564,3599
201906,P02565,4361
201906,P02566,2374
201906,P02567,3340
201906,P02568,24240
201906,P02569,3799
201906,P02570,4506
201906,P02571,913
201906,P02572,853
201906,P02573,5298
201906,P02574,565
201906,P02575,119
201906,P02576,1463
201906,P02577,3213
201906,P02578,6538
201906,P02579,2311
201906,P02580,1374
201906,P02581,840
201906,P02582,555
201906,P02583,5504
201906,P02584,329
201906,P02585,16633
201906,P02586,2619
201906,P02587,44
201906,P02588,68
201906,P02589,11154
201906,P02590,10964
201906,P02591,3151
201906,P02592,1600
201906,P02593,11750
201906,P02594,4358
201906,P02595,1810
201906,P02596,981
201906,P02597,6379
201906,P02598,12717
201906,P02599,9262
201906,P02600,3998
201906,P02601,2103
201906,P02602,4801
201906,P02603,3042
201906,P02604,5669
201906,P02605,4797
201906,P02606,4088
201906,P02607,3119
201906,P02608,12540
201906,P02609,742
201906,P02610,2184
201906,P02611,970
201906,P02612,3475
201906,P02613,3522
201906,P02614,6111
201906,P02615,1842
201906,P02616,566
201906,P02617,2665
201906,P02618,5954
201906,P02619,1342
201906,P02620,1474
201906,P02621,3040
201906,P02622,2541
201906,P02623,6325
201906,P02624,4396
201906,P02625,1695
201906,P02626,2755
201906,P02627,3975
201906,P02628,2541
201906,P02629,1681
201906,P02630,4190
201906,P02631,1789
201906,P02632,4475
201906,P02633,3582
201906,P02634,2384
201906,P02635,4540
201906,P02636,2192
201906,P02637,8086
201906,P02638,45
201906,P02639,2592
201906,P02640,2774
201906,P02641,1556
201906,P02642,14975
201906,P02643,2178
201906,P02644,1443
201906,P02645,4123
201906,P02646,4176
201906,P02647,4917
201906,P02648,11253
201906,P02649,361
201906,P02650,448
201906,P02651,3244
201906,P02652,3379
201906,P02653,5198
201906,P02654,21358
201906,P02655,24738
201906,P02656,27686
201906,P02657,2321
201906,P02658,14669
201906,P02659,2045
201906,P02660,2606
201906,P02661,4535
201906,P02662,14747
201906,P02663,2707
201906,P02664,9175
201906,P02665,7111
201906,P02666,12885
201906,P02667,8299
201906,P02668,2762
201906,P02669,74
201906,P02670,2313
201906,P02671,1444
201906,P02672,5832
201906,P02673,5507
201906,P02674,165
201906,P02675,3686
201906,P02676,1420
201906,P02677,454
201906,P02678,2383
201906,P02679,2619
201906,P02680,3107
201906,P02681,5261
201906,P02682,8357
201906,P02683,4092
201906,P02684,22881
201906,P02685,7498
201906,P02686,9856
201906,P02687,2575
201906,P02688,3341
201906,P02689,3157
201906,P02690,3635
201906,P02691,1457
201906,P02692,474
201906,P02693,818
201906,P02694,31550
201906,P02695,931
201906,P02696,1493
201906,P02697,14316
201906,P02698,5723
201906,P02699,2638
201906,P02700,18880
201906,P02701,1569
201906,P02702,4817
201906,P02703,1143
201906,P02704,3016
201906,P02705,5502
201906,P02706,25875
201906,P02707,2215
201906,P02708,1022
201906,P02709,1520
201906,P02710,5868
201906,P02711,1465
201906,P02712,2785
201906,P02713,4496
201906,P02714,2111
201906,P02715,15676
201906,P02716,16107
201906,P02717,22200
201906,P02718,2486
201906,P02719,5229
201906,P02720,7530
201906,P02721,1283
201906,P02722,2191
201906,P02723,3406
201906,P02724,74
201906,P02725,8535
201906,P02726,4669
201906,P02727,5096
201906,P02728,4850
201906,P02729,118
201906,P02730,2215
201906,P02731,2761
201906,P02732,4177
201906,P02733,2571
201906,P02734,11981
201906,P02735,1172
201906,P02736,1152
201906,P02737,2821
201906,P02738,7601
201906,P02739,8884
201906,P02740,13945
201906,P02741,4382
201906,P02742,965
201906,P02743,924
201906,P02744,2143
201906,P02745,5302
201906,P02746,1099
201906,P02747,200
201906,P02748,4860
201906,P02749,1313
201906,P02750,767
201906,P02751,1585
201906,P02752,6389
201906,P02753,1671
201906,P02754,2039
201906,P02755,11291
201906,P02756,447
201906,P02757,4829
201906,P02758,7487
201906,P02759,4267
201906,P02760,2924
201906,P02761,3996
201906,P02762,3888
201906,P02763,23576
201906,P02764,7086
201906,P02765,14695
201906,P02766,2031
201906,P02767,1817
201906,P02768,4513
201906,P02769,5429
201906,P02770,3814
201906,P02771,2862
201906,P02772,135
201906,P02773,3604
201906,P02774,138
201906,P02775,1201
201906,P02776,2639
201906,P02777,2747
201906,P02778,5157
201906,P02779,1278
201906,P02780,3973
201906,P02781,11620
201906,P02782,6302
201906,P02783,4681
201906,P02784,5847
201906,P02785,3842
201906,P02786,72
201906,P02787,2936
201906,P02788,2412
201906,P02789,3329
201906,P02790,11325
201906,P02791,11616
201906,P02792,3994
201906,P02793,3420
201906,P02794,5552
201906,P02795,17942
201906,P02796,3335
201906,P02797,3150
201906,P02798,1799
201906,P02799,2625
201906,P02800,145
201906,P02801,7903
201906,P02802,3686
201906,P02803,3822
201906,P02804,12738
201906,P02805,3942
201906,P02806,4584
201906,P02807,2854
201906,P02808,1187
201906,P02809,3658
201906,P02810,412
201906,P02811,4252
201906,P02812,9411
201906,P02813,10162
201906,P02814,27146
201906,P02815,2614
201906,P02816,5532
201906,P02817,1894
201906,P02818,4969
201906,P02819,4171
201906,P02820,1037
201906,P02821,5263
